id,home_team,away_team,home_score,away_score,result,season,match_date,league_name,home_hits,away_hits,home_errors,away_errors,home_homeruns,away_homeruns,innings,odds_home,odds_away,total_line,home_pitcher_era,away_pitcher_era,data_source,created_at,updated_at
"mlb_719327","Houston Astros","Boston Red Sox",4,4,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719330","Detroit Tigers","Pittsburgh Pirates",8,7,"H","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719331","Baltimore Orioles","Toronto Blue Jays",1,2,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719324","Minnesota Twins","Philadelphia Phillies",4,4,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719332","Atlanta Braves","Tampa Bay Rays",3,3,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719323","New York Yankees","Washington Nationals",4,2,"H","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719326","Miami Marlins","New York Mets",4,8,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719320","Los Angeles Angels","Milwaukee Brewers",4,3,"H","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719319","Cincinnati Reds","Oakland Athletics",14,14,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719325","Chicago Cubs","Seattle Mariners",5,3,"H","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719318","San Francisco Giants","Arizona Diamondbacks",5,8,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719313","Texas Rangers","Los Angeles Dodgers",2,4,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719322","Chicago White Sox","Cleveland Guardians",6,9,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719321","Colorado Rockies","Kansas City Royals",6,8,"A","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719316","San Diego Padres","Texas Rangers",5,1,"H","2023","2023-03-01","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719317","Boston Red Sox","Philadelphia Phillies",15,3,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719314","Detroit Tigers","Baltimore Orioles",10,3,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719311","St. Louis Cardinals","Houston Astros",0,6,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719307","Tampa Bay Rays","Minnesota Twins",2,4,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719308","Washington Nationals","Miami Marlins",5,5,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719310","Pittsburgh Pirates","New York Yankees",1,9,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719309","Toronto Blue Jays","Pittsburgh Pirates",2,2,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719315","New York Mets","Atlanta Braves",2,6,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719304","Kansas City Royals","Los Angeles Angels",8,4,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719302","Los Angeles Dodgers","Arizona Diamondbacks",5,5,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719312","Chicago Cubs","Oakland Athletics",6,1,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719301","Cleveland Guardians","San Francisco Giants",4,3,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719303","Seattle Mariners","San Diego Padres",5,4,"H","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719305","Colorado Rockies","Chicago White Sox",4,6,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719306","Milwaukee Brewers","Texas Rangers",4,7,"A","2023","2023-03-02","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719297","Minnesota Twins","Boston Red Sox",4,9,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719299","Philadelphia Phillies","Detroit Tigers",3,6,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719296","Houston Astros","Atlanta Braves",11,8,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719294","St. Louis Cardinals","Miami Marlins",8,3,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719293","Toronto Blue Jays","Tampa Bay Rays",7,6,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719298","New York Mets","Washington Nationals",6,11,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719287","Oakland Athletics","Kansas City Royals",4,6,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719286","San Francisco Giants","Colorado Rockies",3,2,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719285","Texas Rangers","San Francisco Giants",11,7,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719291","Chicago White Sox","Cincinnati Reds",6,4,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719289","Cleveland Guardians","Milwaukee Brewers",7,4,"H","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719290","Los Angeles Angels","Los Angeles Dodgers",2,2,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719292","Arizona Diamondbacks","Seattle Mariners",3,6,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719295","Baltimore Orioles","Pittsburgh Pirates",1,1,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719300","New York Yankees","Detroit Tigers",3,5,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719284","San Diego Padres","Chicago Cubs",0,4,"A","2023","2023-03-03","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719282","Boston Red Sox","Houston Astros",4,4,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719276","Washington Nationals","St. Louis Cardinals",6,9,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719281","Detroit Tigers","Toronto Blue Jays",5,18,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719277","Philadelphia Phillies","Pittsburgh Pirates",4,3,"H","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719283","Baltimore Orioles","Atlanta Braves",2,3,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719288","Atlanta Braves","Minnesota Twins",7,5,"H","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719280","New York Yankees","Tampa Bay Rays",10,14,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719278","Miami Marlins","New York Mets",4,15,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719273","Chicago Cubs","Los Angeles Angels",2,0,"H","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719271","Cincinnati Reds","Kansas City Royals",6,12,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719270","Oakland Athletics","Cleveland Guardians",4,4,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719267","San Francisco Giants","Arizona Diamondbacks",5,9,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719275","Chicago White Sox","Texas Rangers",5,4,"H","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719279","Arizona Diamondbacks","San Diego Padres",4,5,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719269","Seattle Mariners","Colorado Rockies",1,7,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719274","Milwaukee Brewers","San Francisco Giants",14,2,"H","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_730650","Oakland Athletics","Cincinnati Reds",9,10,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719272","Kansas City Royals","Los Angeles Dodgers",6,7,"A","2023","2023-03-04","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719266","Houston Astros","Washington Nationals",6,2,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719263","St. Louis Cardinals","New York Mets",1,7,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719261","Tampa Bay Rays","Baltimore Orioles",2,5,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719264","Minnesota Twins","Detroit Tigers",6,2,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719262","Pittsburgh Pirates","Minnesota Twins",5,2,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719268","Boston Red Sox","Miami Marlins",4,1,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719265","Atlanta Braves","New York Yankees",6,10,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719260","Toronto Blue Jays","Philadelphia Phillies",16,4,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719256","Cleveland Guardians","Arizona Diamondbacks",4,6,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719254","San Francisco Giants","Kansas City Royals",1,5,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719251","Texas Rangers","Los Angeles Angels",7,5,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719255","Los Angeles Dodgers","Chicago White Sox",8,4,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719257","Los Angeles Angels","Cincinnati Reds",8,5,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719259","Colorado Rockies","Chicago Cubs",5,6,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719252","San Diego Padres","Oakland Athletics",10,3,"H","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719258","Milwaukee Brewers","Seattle Mariners",1,6,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_730651","Oakland Athletics","Cincinnati Reds",4,12,"A","2023","2023-03-05","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719253","Boston Red Sox","Detroit Tigers",7,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719248","St. Louis Cardinals","Houston Astros",7,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719250","Baltimore Orioles","Philadelphia Phillies",10,7,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719245","Tampa Bay Rays","Miami Marlins",5,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719244","Kansas City Royals","Arizona Diamondbacks",10,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719242","Los Angeles Dodgers","San Diego Padres",8,3,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719243","Los Angeles Angels","Cleveland Guardians",6,0,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719241","Seattle Mariners","Chicago Cubs",2,6,"A","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719247","Colorado Rockies","Texas Rangers",4,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719246","New York Yankees","Pittsburgh Pirates",9,2,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719249","Cincinnati Reds","Colorado Rockies",6,1,"H","2023","2023-03-06","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719238","Detroit Tigers","St. Louis Cardinals",16,3,"H","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719235","Pittsburgh Pirates","Toronto Blue Jays",7,2,"H","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719234","Minnesota Twins","Baltimore Orioles",7,6,"H","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719236","Philadelphia Phillies","Tampa Bay Rays",3,7,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719239","Miami Marlins","Washington Nationals",3,5,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719232","Cincinnati Reds","San Francisco Giants",7,3,"H","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719231","Texas Rangers","Chicago Cubs",6,9,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719229","Chicago White Sox","Milwaukee Brewers",5,2,"H","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.532827+00:00","2026-03-27T07:03:25.532827+00:00"
"mlb_719233","Arizona Diamondbacks","Oakland Athletics",3,9,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719230","San Diego Padres","Los Angeles Angels",4,5,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719237","Houston Astros","New York Mets",5,5,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719240","Atlanta Braves","Boston Red Sox",2,10,"A","2023","2023-03-07","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719224","Detroit Tigers","Washington Nationals",2,1,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719226","Baltimore Orioles","Pittsburgh Pirates",7,4,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719221","New York Yankees","St. Louis Cardinals",0,4,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719227","Atlanta Braves","Dominican Republic",0,9,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719217","Toronto Blue Jays","Minnesota Twins",0,7,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719222","Chicago Cubs","Canada",11,7,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719215","Oakland Athletics","Colombia",2,3,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719220","Cleveland Guardians","Mexico",6,0,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719212","Los Angeles Angels","Colorado Rockies",4,3,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719207","San Diego Padres","Cincinnati Reds",9,10,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719219","Arizona Diamondbacks","Texas Rangers",2,0,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719214","Milwaukee Brewers","Great Britain",8,2,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719223","Boston Red Sox","Puerto Rico",9,3,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719228","Houston Astros","Venezuela",8,9,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719218","New York Mets","Nicaragua",0,2,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719225","Miami Marlins","Israel",11,5,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719213","Los Angeles Dodgers","Seattle Mariners",2,2,"A","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719216","Kansas City Royals","Chicago White Sox",14,5,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719208","San Francisco Giants","United States",5,1,"H","2023","2023-03-08","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
"mlb_719203","Pittsburgh Pirates","Detroit Tigers",7,10,"A","2023","2023-03-09","MLB",,,,,,,,,,,,,"MLB_Stats_API","2026-03-27T07:03:25.910372+00:00","2026-03-27T07:03:25.910372+00:00"
