id,home_team,away_team,home_score,away_score,result,season,match_date,league_name,home_shots,away_shots,home_sog,away_sog,home_ppg,away_ppg,home_pim,away_pim,odds_home,odds_away,total_line,data_source,created_at,updated_at
"nhl_401459181","New Jersey Devils","Carolina Hurricanes",4,5,"A","202324","2023-01-01","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459180","Florida Panthers","New York Rangers",3,5,"A","202324","2023-01-01","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459179","Chicago Blackhawks","San Jose Sharks",2,5,"A","202324","2023-01-02","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459182","Ottawa Senators","Buffalo Sabres",3,1,"H","202324","2023-01-02","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459183","Seattle Kraken","New York Islanders",4,1,"H","202324","2023-01-02","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459185","Boston Bruins","Pittsburgh Penguins",2,1,"H","202324","2023-01-02","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459186","Colorado Avalanche","Vegas Golden Knights",2,3,"A","202324","2023-01-03","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459184","Anaheim Ducks","Philadelphia Flyers",1,4,"A","202324","2023-01-03","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459189","Florida Panthers","Arizona Coyotes",5,3,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459191","New York Rangers","Carolina Hurricanes",5,3,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459193","Ottawa Senators","Columbus Blue Jackets",4,0,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459194","Toronto Maple Leafs","St. Louis Blues",5,6,"A","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459196","Washington Capitals","Buffalo Sabres",4,5,"A","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459192","Nashville Predators","Montreal Canadiens",6,3,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459197","Winnipeg Jets","Calgary Flames",3,2,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459187","Chicago Blackhawks","Tampa Bay Lightning",1,4,"A","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459188","Edmonton Oilers","Seattle Kraken",2,5,"A","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459190","Los Angeles Kings","Dallas Stars",3,2,"H","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459195","Vancouver Canucks","New York Islanders",2,6,"A","202324","2023-01-04","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459199","Detroit Red Wings","New Jersey Devils",1,5,"A","202324","2023-01-05","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459200","Minnesota Wild","Tampa Bay Lightning",5,1,"H","202324","2023-01-05","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459198","Anaheim Ducks","Dallas Stars",2,0,"H","202324","2023-01-05","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459201","Carolina Hurricanes","Nashville Predators",3,5,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459202","Columbus Blue Jackets","Washington Capitals",2,6,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459205","Montreal Canadiens","New York Rangers",1,4,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459206","New Jersey Devils","St. Louis Blues",3,5,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459207","Philadelphia Flyers","Arizona Coyotes",6,2,"H","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459208","Toronto Maple Leafs","Seattle Kraken",1,5,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459203","Edmonton Oilers","New York Islanders",4,2,"H","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459209","Vancouver Canucks","Colorado Avalanche",4,2,"H","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459210","Vegas Golden Knights","Pittsburgh Penguins",5,2,"H","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459204","Los Angeles Kings","Boston Bruins",2,5,"A","202324","2023-01-06","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459214","Detroit Red Wings","Florida Panthers",2,3,"A","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459215","Washington Capitals","Nashville Predators",2,3,"A","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459216","Winnipeg Jets","Tampa Bay Lightning",4,2,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459213","Chicago Blackhawks","Arizona Coyotes",2,0,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459212","Calgary Flames","New York Islanders",4,1,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459211","Anaheim Ducks","San Jose Sharks",5,4,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459221","New Jersey Devils","New York Rangers",4,3,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459218","Columbus Blue Jackets","Carolina Hurricanes",4,3,"H","202324","2023-01-07","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459217","Buffalo Sabres","Minnesota Wild",6,5,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459220","Montreal Canadiens","St. Louis Blues",5,4,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459222","Ottawa Senators","Seattle Kraken",4,8,"A","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459224","Toronto Maple Leafs","Detroit Red Wings",4,1,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459219","Edmonton Oilers","Colorado Avalanche",2,3,"A","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459225","Vegas Golden Knights","Los Angeles Kings",1,5,"A","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459223","San Jose Sharks","Boston Bruins",2,4,"A","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459233","Winnipeg Jets","Vancouver Canucks",7,4,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459229","Dallas Stars","Florida Panthers",5,1,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459232","Washington Capitals","Columbus Blue Jackets",1,0,"H","202324","2023-01-08","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459227","Arizona Coyotes","Pittsburgh Penguins",1,4,"A","202324","2023-01-09","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459228","Chicago Blackhawks","Calgary Flames",4,3,"H","202324","2023-01-09","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459230","Minnesota Wild","St. Louis Blues",0,3,"A","202324","2023-01-09","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459231","Philadelphia Flyers","Toronto Maple Leafs",2,6,"A","202324","2023-01-09","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459226","Anaheim Ducks","Boston Bruins",1,7,"A","202324","2023-01-09","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459579","Buffalo Sabres","Philadelphia Flyers",0,4,"A","202324","2023-01-10","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459235","Montreal Canadiens","Seattle Kraken",0,4,"A","202324","2023-01-10","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459236","Ottawa Senators","Nashville Predators",0,3,"A","202324","2023-01-10","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459234","Los Angeles Kings","Edmonton Oilers",6,3,"H","202324","2023-01-10","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459238","Buffalo Sabres","Seattle Kraken",3,4,"A","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459239","Carolina Hurricanes","New Jersey Devils",3,5,"A","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459241","Detroit Red Wings","Winnipeg Jets",7,5,"H","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459243","New York Rangers","Minnesota Wild",4,3,"H","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459244","Pittsburgh Penguins","Vancouver Canucks",5,4,"H","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459246","Tampa Bay Lightning","Columbus Blue Jackets",6,3,"H","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459242","New York Islanders","Dallas Stars",1,2,"A","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459245","St. Louis Blues","Calgary Flames",4,3,"H","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459237","Arizona Coyotes","San Jose Sharks",2,4,"A","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459240","Colorado Avalanche","Florida Panthers",4,5,"A","202324","2023-01-11","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459249","Philadelphia Flyers","Washington Capitals",5,3,"H","202324","2023-01-12","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459250","Toronto Maple Leafs","Nashville Predators",2,1,"H","202324","2023-01-12","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459247","Anaheim Ducks","Edmonton Oilers",2,6,"A","202324","2023-01-12","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459248","Los Angeles Kings","San Jose Sharks",4,3,"H","202324","2023-01-12","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459252","Boston Bruins","Seattle Kraken",0,3,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459253","Buffalo Sabres","Winnipeg Jets",2,4,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459255","Columbus Blue Jackets","Carolina Hurricanes",2,6,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459256","Detroit Red Wings","Toronto Maple Leafs",4,1,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459257","Montreal Canadiens","Nashville Predators",4,3,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459259","New York Rangers","Dallas Stars",2,1,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459261","Tampa Bay Lightning","Vancouver Canucks",5,4,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459258","New York Islanders","Minnesota Wild",1,3,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459260","St. Louis Blues","Calgary Flames",1,4,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459254","Chicago Blackhawks","Colorado Avalanche",3,2,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459251","Arizona Coyotes","Ottawa Senators",3,5,"A","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459262","Vegas Golden Knights","Florida Panthers",4,2,"H","202324","2023-01-13","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459264","Pittsburgh Penguins","Winnipeg Jets",1,4,"A","202324","2023-01-14","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459263","Anaheim Ducks","New Jersey Devils",2,6,"A","202324","2023-01-14","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459265","San Jose Sharks","Edmonton Oilers",1,7,"A","202324","2023-01-14","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459270","Dallas Stars","Calgary Flames",5,6,"A","202324","2023-01-14","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459266","Boston Bruins","Toronto Maple Leafs",4,3,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459267","Carolina Hurricanes","Pittsburgh Penguins",2,1,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459269","Colorado Avalanche","Ottawa Senators",7,0,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459271","Detroit Red Wings","Columbus Blue Jackets",3,4,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459272","Florida Panthers","Vancouver Canucks",4,3,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459275","New York Islanders","Montreal Canadiens",2,1,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459279","Washington Capitals","Philadelphia Flyers",1,3,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459268","Chicago Blackhawks","Seattle Kraken",5,8,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459274","Minnesota Wild","Arizona Coyotes",2,1,"H","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459276","Nashville Predators","Buffalo Sabres",3,5,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459277","St. Louis Blues","Tampa Bay Lightning",2,4,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.126258+00:00","2026-03-27T07:03:12.126258+00:00"
"nhl_401459278","Vegas Golden Knights","Edmonton Oilers",3,4,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459273","Los Angeles Kings","New Jersey Devils",2,5,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459280","Carolina Hurricanes","Vancouver Canucks",3,4,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459281","New York Rangers","Montreal Canadiens",1,2,"A","202324","2023-01-15","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459282","Winnipeg Jets","Arizona Coyotes",2,1,"H","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459283","Boston Bruins","Philadelphia Flyers",6,0,"H","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459284","Buffalo Sabres","Florida Panthers",1,4,"A","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459285","Colorado Avalanche","Detroit Red Wings",6,3,"H","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459290","San Jose Sharks","New Jersey Devils",3,4,"A","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459291","Seattle Kraken","Tampa Bay Lightning",1,4,"A","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459293","Vegas Golden Knights","Dallas Stars",0,4,"A","202324","2023-01-16","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459286","Columbus Blue Jackets","New York Rangers",1,3,"A","202324","2023-01-17","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459289","Pittsburgh Penguins","Anaheim Ducks",4,3,"H","202324","2023-01-17","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459287","New York Islanders","Washington Capitals",3,4,"A","202324","2023-01-17","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459288","Nashville Predators","Calgary Flames",2,1,"H","202324","2023-01-17","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459292","St. Louis Blues","Ottawa Senators",2,1,"H","202324","2023-01-17","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459297","Montreal Canadiens","Winnipeg Jets",4,1,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459298","Philadelphia Flyers","Anaheim Ducks",5,2,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459299","Toronto Maple Leafs","Florida Panthers",5,4,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459300","Washington Capitals","Minnesota Wild",2,4,"A","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401507548","Nashville Predators","Columbus Blue Jackets",2,1,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459295","Chicago Blackhawks","Buffalo Sabres",4,3,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459294","Arizona Coyotes","Detroit Red Wings",4,3,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459296","Edmonton Oilers","Seattle Kraken",5,2,"H","202324","2023-01-18","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459303","Ottawa Senators","Pittsburgh Penguins",5,4,"H","202324","2023-01-19","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459302","New York Islanders","Boston Bruins",1,4,"A","202324","2023-01-19","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459301","Calgary Flames","Colorado Avalanche",1,4,"A","202324","2023-01-19","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459304","San Jose Sharks","Dallas Stars",5,3,"H","202324","2023-01-19","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
"nhl_401459305","Vancouver Canucks","Tampa Bay Lightning",2,5,"A","202324","2023-01-19","NHL",,,,,,,,,,,,"ESPN","2026-03-27T07:03:12.532987+00:00","2026-03-27T07:03:12.532987+00:00"
